"node_id","parent_id","node_type","band_code","band_title","scene_slug","scene_title","stage_key","stage_title","sort_order","is_published","topic","summary","objective","dialogue_seed","vocabulary_seed","grammar_seed","estimated_minutes","tags","scene_title_en"
"scene:a1-10:stage:core-pattern","scene:a1-10","stage","A1","入门级（生存英语）","a1-10","简易点餐","core-pattern","第 2 关 · 搭句开口","2","true","简易点餐","把关键词拼成能直接复用的短句，先把嘴打开。","能围绕“简易点餐”说出 2 到 3 个完整短句，表达最基本的需求和信息。","围绕“简易点餐”设计 3 轮控制式对话，让学习者练习提问、回答和确认。","提取“简易点餐”里最常用的固定搭配、问句和回应句。","聚焦一般现在时、there is / there are、can / can't 与基础数词时间表达。","5","A1|简易点餐|core-pattern","Basic Ordering Food"
"scene:a1-10:stage:guided-scene","scene:a1-10","stage","A1","入门级（生存英语）","a1-10","简易点餐","guided-scene","第 3 关 · 引导互动","3","true","简易点餐","进入明确场景，按提示完成一轮来回互动。","能在“简易点餐”里完成 3 轮引导式互动，不再只会单个词汇作答。","围绕“简易点餐”设计 3 到 4 轮引导互动，对方先说、学习者跟进回应。","提取“简易点餐”里用于确认、重复、听不清和补充说明的表达。","聚焦疑问句顺序、简单否定句和常见礼貌表达。","5","A1|简易点餐|guided-scene","Basic Ordering Food"
"scene:a1-10:stage:micro-task","scene:a1-10","stage","A1","入门级（生存英语）","a1-10","简易点餐","micro-task","第 4 关 · 完成小任务","4","true","简易点餐","把一句一句练习变成一次完整任务输出。","能独立完成一次“简易点餐”小任务，做到有开场、有说明、有收尾。","围绕“简易点餐”设计 4 轮任务型对话，要求学习者完整表达自己的需求。","提取“简易点餐”里最值得反复复用的收尾句和确认句。","聚焦 and / but 连接、简单 because 结构和收尾确认句。","6","A1|简易点餐|micro-task","Basic Ordering Food"
"scene:a1-11","band:A1","scene","A1","入门级（生存英语）","a1-11","学校与课堂日常","","","11","true","学校与课堂日常","入门级（生存英语） 场景：学校与课堂日常","围绕“学校与课堂日常”完成从输入、搭建、互动到输出的关卡训练。","围绕“学校与课堂日常”生成难度递进的场景对话，确保每一关只聚焦一个核心任务。","围绕“学校与课堂日常”提炼高频词、功能短语、可替换句型和复用表达。","根据 A1 阶段特点，为“学校与课堂日常”匹配最实用的语法重点与表达结构。","20","A1|学校与课堂日常","School and Classroom Routines"
"scene:a1-11:stage:survival-input","scene:a1-11","stage","A1","入门级（生存英语）","a1-11","学校与课堂日常","survival-input","第 1 关 · 识别场景","1","true","学校与课堂日常","先认人、认物、认动作，听懂并看懂场景里最基础的信息。","能识别“学校与课堂日常”中最基础的对象、问题和回应方式，知道开口时先说什么。","围绕“学校与课堂日常”设计 2 轮极短对话，突出问候、确认和基础回应。","提取“学校与课堂日常”里最先必须会的 6 个高频词或短语。","聚焦 be 动词、基础疑问句、简单陈述句和礼貌开场。","4","A1|学校与课堂日常|survival-input","School and Classroom Routines"
"scene:a1-11:stage:core-pattern","scene:a1-11","stage","A1","入门级（生存英语）","a1-11","学校与课堂日常","core-pattern","第 2 关 · 搭句开口","2","true","学校与课堂日常","把关键词拼成能直接复用的短句，先把嘴打开。","能围绕“学校与课堂日常”说出 2 到 3 个完整短句，表达最基本的需求和信息。","围绕“学校与课堂日常”设计 3 轮控制式对话，让学习者练习提问、回答和确认。","提取“学校与课堂日常”里最常用的固定搭配、问句和回应句。","聚焦一般现在时、there is / there are、can / can't 与基础数词时间表达。","5","A1|学校与课堂日常|core-pattern","School and Classroom Routines"
"scene:a1-11:stage:guided-scene","scene:a1-11","stage","A1","入门级（生存英语）","a1-11","学校与课堂日常","guided-scene","第 3 关 · 引导互动","3","true","学校与课堂日常","进入明确场景，按提示完成一轮来回互动。","能在“学校与课堂日常”里完成 3 轮引导式互动，不再只会单个词汇作答。","围绕“学校与课堂日常”设计 3 到 4 轮引导互动，对方先说、学习者跟进回应。","提取“学校与课堂日常”里用于确认、重复、听不清和补充说明的表达。","聚焦疑问句顺序、简单否定句和常见礼貌表达。","5","A1|学校与课堂日常|guided-scene","School and Classroom Routines"
"scene:a1-11:stage:micro-task","scene:a1-11","stage","A1","入门级（生存英语）","a1-11","学校与课堂日常","micro-task","第 4 关 · 完成小任务","4","true","学校与课堂日常","把一句一句练习变成一次完整任务输出。","能独立完成一次“学校与课堂日常”小任务，做到有开场、有说明、有收尾。","围绕“学校与课堂日常”设计 4 轮任务型对话，要求学习者完整表达自己的需求。","提取“学校与课堂日常”里最值得反复复用的收尾句和确认句。","聚焦 and / but 连接、简单 because 结构和收尾确认句。","6","A1|学校与课堂日常|micro-task","School and Classroom Routines"
"band:A2","root","band","A2","初级（日常事务英语）","","初级（日常事务英语）","","","2","true","初级（日常事务英语）","把简单句连成完整交流，能处理日常事务、安排、求助与描述。","完成 A2 阶段的场景训练，形成可迁移的真实沟通能力。","","","","","A2",""
"scene:a2-01","band:A2","scene","A2","初级（日常事务英语）","a2-01","购物（问价、尺码、颜色）","","","1","true","购物（问价、尺码、颜色）","初级（日常事务英语） 场景：购物（问价、尺码、颜色）","围绕“购物（问价、尺码、颜色）”完成从输入、搭建、互动到输出的关卡训练。","围绕“购物（问价、尺码、颜色）”生成难度递进的场景对话，确保每一关只聚焦一个核心任务。","围绕“购物（问价、尺码、颜色）”提炼高频词、功能短语、可替换句型和复用表达。","根据 A2 阶段特点，为“购物（问价、尺码、颜色）”匹配最实用的语法重点与表达结构。","20","A2|购物-问价-尺码-颜色","Shopping for Price, Size, and Color"
"scene:a2-01:stage:task-map","scene:a2-01","stage","A2","初级（日常事务英语）","a2-01","购物（问价、尺码、颜色）","task-map","第 1 关 · 建立任务地图","1","true","购物（问价、尺码、颜色）","看清场景流程，知道什么时候问、什么时候答、什么时候补信息。","理解“购物（问价、尺码、颜色）”的基本流程，知道交流中需要主动提供哪些信息。","围绕“购物（问价、尺码、颜色）”设计 2 轮任务起始对话，突出信息交换顺序。","提取“购物（问价、尺码、颜色）”里最关键的流程词、动作词和服务词。","聚焦一般现在时、祈使句、基础情态动词和礼貌请求。","4","A2|购物-问价-尺码-颜色|task-map","Shopping for Price, Size, and Color"
"scene:a2-01:stage:functional-patterns","scene:a2-01","stage","A2","初级（日常事务英语）","a2-01","购物（问价、尺码、颜色）","functional-patterns","第 2 关 · 功能句型","2","true","购物（问价、尺码、颜色）","学习能立即复用的功能句，不只是背单词。","能用 3 到 4 个高频句型完成“购物（问价、尺码、颜色）”里的问价、安排、说明和请求。","围绕“购物（问价、尺码、颜色）”设计 3 轮句型替换练习，让学习者在不同信息下复用表达。","提取“购物（问价、尺码、颜色）”里适合替换复用的句型骨架和槽位词。","聚焦 would like, have to, need to, want to 与时间地点表达。","5","A2|购物-问价-尺码-颜色|functional-patterns","Shopping for Price, Size, and Color"
"scene:a2-01:stage:multi-turn-handling","scene:a2-01","stage","A2","初级（日常事务英语）","a2-01","购物（问价、尺码、颜色）","multi-turn-handling","第 3 关 · 多轮应对","3","true","购物（问价、尺码、颜色）","面对追问时继续说下去，而不是说一句就结束。","能在“购物（问价、尺码、颜色）”中完成 4 轮多轮信息沟通，处理追问、确认和调整。","围绕“购物（问价、尺码、颜色）”设计 4 轮情境对话，加入追问、重说和重新安排。","提取“购物（问价、尺码、颜色）”里用于解释、修改和二次确认的表达。","聚焦过去式基础用法、时间顺序词和 because / so 说明关系。","5","A2|购物-问价-尺码-颜色|multi-turn-handling","Shopping for Price, Size, and Color"
"scene:a2-01:stage:daily-mission","scene:a2-01","stage","A2","初级（日常事务英语）","a2-01","购物（问价、尺码、颜色）","daily-mission","第 4 关 · 事务完成","4","true","购物（问价、尺码、颜色）","把任务说完，说到对方能给出下一步动作。","能独立完成一次“购物（问价、尺码、颜色）”事务沟通，把需求、限制和期望结果说清楚。","围绕“购物（问价、尺码、颜色）”设计 4 到 5 轮任务型对话，要求学习者自己组织完整表达。","提取“购物（问价、尺码、颜色）”里最自然的请求句、解释句和结束句。","聚焦过去式 / 将来安排、比较级和更完整的复合句。","6","A2|购物-问价-尺码-颜色|daily-mission","Shopping for Price, Size, and Color"
