row_id,book_slug,book_title,topic,subtopic,word,phonetic,chinese,example,hint,sort_order
"107","categorized-collection","按类型区分（4000词）","数学","数学","vertical","ˈvɜːtɪk(ə)l","adj. 竖的；垂直的","Try using ""vertical"" in a sentence related to 数学.","放到“数学”这一类里记，先把 vertical 和“竖的”稳定对应起来，再连同例句一起复用。","107"
"108","categorized-collection","按类型区分（4000词）","数学","数学","deduction","dɪˈdʌkʃ(ə)n","n. 扣除（额）；推论；演绎","Try using ""deduction"" in a sentence related to 数学.","放到“数学”这一类里记，先把 deduction 和“扣除（额）”稳定对应起来，再连同例句一起复用。","108"
"109","categorized-collection","按类型区分（4000词）","数学","数学","statistics","stəˈtɪstɪks","n. 统计学；统计数字","Try using ""statistics"" in a sentence related to 数学.","放到“数学”这一类里记，先把 statistics 和“统计学”稳定对应起来，再连同例句一起复用。","109"
"110","categorized-collection","按类型区分（4000词）","数学","数学","even","ˈiːv(ə)n","adv. 甚至；甚至于 adj. 偶数的；平坦的 v. 使平均；使相等；使平坦","Try using ""even"" in a sentence related to 数学.","放到“数学”这一类里记，先把 even 和“甚至”稳定对应起来，再连同例句一起复用。","110"
"111","categorized-collection","按类型区分（4000词）","数学","数学","odd","ɒd","adj. 奇怪的；奇数的；临时的；带零头的；余的","Try using ""odd"" in a sentence related to 数学.","放到“数学”这一类里记，先把 odd 和“奇怪的”稳定对应起来，再连同例句一起复用。","111"
"112","categorized-collection","按类型区分（4000词）","数学","数学","enumerate","ɪˈnjuːməreɪt","v. 列举；枚举","Try using ""enumerate"" in a sentence related to 数学.","放到“数学”这一类里记，先把 enumerate 和“列举”稳定对应起来，再连同例句一起复用。","112"
"113","categorized-collection","按类型区分（4000词）","数学","数学","calculate","ˈkælkjuleɪt","v. 计算；推测","Try using ""calculate"" in a sentence related to 数学.","放到“数学”这一类里记，先把 calculate 和“计算”稳定对应起来，再连同例句一起复用。","113"
"114","categorized-collection","按类型区分（4000词）","数学","数学","calculus","ˈkælkjələs","n. 微积分学；（人体内的）结石","Try using ""calculus"" in a sentence related to 数学.","放到“数学”这一类里记，先把 calculus 和“微积分学”稳定对应起来，再连同例句一起复用。","114"
"115","categorized-collection","按类型区分（4000词）","数学","数学","percentage","pəˈsentɪdʒ","n. 百分比；百分率","Try using ""percentage"" in a sentence related to 数学.","放到“数学”这一类里记，先把 percentage 和“百分比”稳定对应起来，再连同例句一起复用。","115"
"116","categorized-collection","按类型区分（4000词）","数学","数学","proportion","prəˈpɔːʃ(ə)n","n. 比例；份额","Try using ""proportion"" in a sentence related to 数学.","放到“数学”这一类里记，先把 proportion 和“比例”稳定对应起来，再连同例句一起复用。","116"
"117","categorized-collection","按类型区分（4000词）","数学","数学","exponent","ɪkˈspəʊnənt","n. 阐述者；拥护者；代表者；指数","Try using ""exponent"" in a sentence related to 数学.","放到“数学”这一类里记，先把 exponent 和“阐述者”稳定对应起来，再连同例句一起复用。","117"
"118","categorized-collection","按类型区分（4000词）","数学","数学","derivative","dɪˈrɪvətɪv","n. 派生物；衍生物 adj. 派生的；缺乏创意的","Try using ""derivative"" in a sentence related to 数学.","放到“数学”这一类里记，先把 derivative 和“派生物”稳定对应起来，再连同例句一起复用。","118"
"119","categorized-collection","按类型区分（4000词）","数学","数学","power","ˈpaʊə(r)","n. 权力；力量；电源；强国；乘方；幂 v. 给…提供能量；供以动力","Try using ""power"" in a sentence related to 数学.","放到“数学”这一类里记，先把 power 和“权力”稳定对应起来，再连同例句一起复用。","119"
"120","categorized-collection","按类型区分（4000词）","数学","数学","arc","ɑːk","n. 弧；弧形物 v. 成弧线","Try using ""arc"" in a sentence related to 数学.","放到“数学”这一类里记，先把 arc 和“弧”稳定对应起来，再连同例句一起复用。","120"
"121","categorized-collection","按类型区分（4000词）","数学","数学","infinity","ɪnˈfɪnəti","n. 无限；无穷","Try using ""infinity"" in a sentence related to 数学.","放到“数学”这一类里记，先把 infinity 和“无限”稳定对应起来，再连同例句一起复用。","121"
"122","categorized-collection","按类型区分（4000词）","音乐","音乐","composer","kəmˈpəʊzə(r)","n. 作曲家","Try using ""composer"" in a sentence related to 音乐.","放到“音乐”这一类里记，先把 composer 和“作曲家”稳定对应起来，再连同例句一起复用。","122"
"123","categorized-collection","按类型区分（4000词）","音乐","音乐","alto","ˈæltəʊ","n. 男声最高音；女低音 adj. 中音部的","Try using ""alto"" in a sentence related to 音乐.","放到“音乐”这一类里记，先把 alto 和“男声最高音”稳定对应起来，再连同例句一起复用。","123"
"124","categorized-collection","按类型区分（4000词）","音乐","音乐","tenor","ˈtenə(r)","n. 男高音；次中音乐器；大意","Try using ""tenor"" in a sentence related to 音乐.","放到“音乐”这一类里记，先把 tenor 和“男高音”稳定对应起来，再连同例句一起复用。","124"
"125","categorized-collection","按类型区分（4000词）","音乐","音乐","baritone","ˈbærɪtəʊn","n. 男中音；男中音歌手","Try using ""baritone"" in a sentence related to 音乐.","放到“音乐”这一类里记，先把 baritone 和“男中音”稳定对应起来，再连同例句一起复用。","125"
"126","categorized-collection","按类型区分（4000词）","音乐","音乐","soprano","səˈprɑːnəʊ","n. 女高音；最高音","Try using ""soprano"" in a sentence related to 音乐.","放到“音乐”这一类里记，先把 soprano 和“女高音”稳定对应起来，再连同例句一起复用。","126"
"127","categorized-collection","按类型区分（4000词）","音乐","音乐","rest","rest","v. （使）休息；（使）倚靠；停留在；中止 n. 休息；其他；剩余部分；宁静","Try using ""rest"" in a sentence related to 音乐.","放到“音乐”这一类里记，先把 rest 和“（使）休息”稳定对应起来，再连同例句一起复用。","127"
"128","categorized-collection","按类型区分（4000词）","音乐","音乐","rhythm","ˈrɪðəm","n. 节奏；韵律","Try using ""rhythm"" in a sentence related to 音乐.","放到“音乐”这一类里记，先把 rhythm 和“节奏”稳定对应起来，再连同例句一起复用。","128"
"129","categorized-collection","按类型区分（4000词）","音乐","音乐","tone","təʊn","n. 音调；色调；语气；氛围；强健状况 v. 使协调；使健壮","Try using ""tone"" in a sentence related to 音乐.","放到“音乐”这一类里记，先把 tone 和“音调”稳定对应起来，再连同例句一起复用。","129"
"130","categorized-collection","按类型区分（4000词）","音乐","音乐","pitch","pɪtʃ","v. 投掷；扎营；（猛地）向前倾跌；力荐（某主张） n. 球场；程度（最高点）；音高；沥青；宣传论点","Try using ""pitch"" in a sentence related to 音乐.","放到“音乐”这一类里记，先把 pitch 和“投掷”稳定对应起来，再连同例句一起复用。","130"
"131","categorized-collection","按类型区分（4000词）","音乐","音乐","scale","skeɪl","n. 规模；等级；秤；刻度；比例（尺） v. 改变…大小；攀登","Try using ""scale"" in a sentence related to 音乐.","放到“音乐”这一类里记，先把 scale 和“规模”稳定对应起来，再连同例句一起复用。","131"
"132","categorized-collection","按类型区分（4000词）","音乐","音乐","chord","kɔːd","n. 弦；和弦；心弦","Try using ""chord"" in a sentence related to 音乐.","放到“音乐”这一类里记，先把 chord 和“弦”稳定对应起来，再连同例句一起复用。","132"
"133","categorized-collection","按类型区分（4000词）","音乐","音乐","orchestra","ˈɔːkɪstrə","n. 管弦乐队","Try using ""orchestra"" in a sentence related to 音乐.","放到“音乐”这一类里记，先把 orchestra 和“管弦乐队”稳定对应起来，再连同例句一起复用。","133"
"134","categorized-collection","按类型区分（4000词）","音乐","音乐","band","bænd","n. 乐队；带子；一伙","Try using ""band"" in a sentence related to 音乐.","放到“音乐”这一类里记，先把 band 和“乐队”稳定对应起来，再连同例句一起复用。","134"
"135","categorized-collection","按类型区分（4000词）","音乐","音乐","solo","ˈsəʊləʊ","n. 独奏；独唱；独舞；单独表演 adj. 单独的；独唱的；独奏的 adv. 单独地；独自地；独奏地","Try using ""solo"" in a sentence related to 音乐.","放到“音乐”这一类里记，先把 solo 和“独奏”稳定对应起来，再连同例句一起复用。","135"
"136","categorized-collection","按类型区分（4000词）","音乐","音乐","duet","djuˈet","n. 二重唱；二重奏","Try using ""duet"" in a sentence related to 音乐.","放到“音乐”这一类里记，先把 duet 和“二重唱”稳定对应起来，再连同例句一起复用。","136"
"137","categorized-collection","按类型区分（4000词）","音乐","音乐","choir","ˈkwaɪə(r)","n. 唱诗班；合唱","Try using ""choir"" in a sentence related to 音乐.","放到“音乐”这一类里记，先把 choir 和“唱诗班”稳定对应起来，再连同例句一起复用。","137"
